id	original_sentence	aspect	label_id	label
83#92#0	bạn mình khen thích. nhưng thực sự mình thấy chất này mùa thu thì đc, hè thì nóng. cổ hơi bé	Design	2	negative
27#41#0	chất liệu:cx đc màu sắc:đr hình in hơi bé	Design	2	negative
38#74#0	chất ok. với giá 99k thì cũng ổn rồi. mình vai rộng size l vẫn thiếu chút.	Design	2	negative
54#167#0	Chất liệu:vải dày dặn, không nhăn, nhưng hơi bí, nóng Màu sắc:đẹp, tươi Áo màu đẹp, giao đúng size, nhưng cái đỏ bị vết loang ở 2 chỗ, và in sai chính tả từ Blue brand. Nhưng thôi brand mới nên cho 4 sao, mong các bạn khắc phục và cải thiện thêm	Design	2	negative
65#80#0	đúng với mô tả:đẹp màu sắc:đúng (trắng ) chất liệu:ko đc cho mấy in hình hơi lỗi cũng khônh suất sắc cho mấy do chất vải hơi mỏng in hình thì hơi lệch so với ở live mọi người lên mua màu đen cho nó nổi hình lên nhé	Design	1	neutral
34#71#0	Chất liệu:tốt Áo chất đẹp lắm nha bo cổ chắc chắn giặt ko bị dão áo đâu khuyên mn nên mua	Design	0	positive
33#78#0	áo đẹp nhen. mình thun mát lạnh, kiểu đẹp mạnh mẽ cho anh nào mặc vào sang nhe	Design	0	positive
13#20#0	khá oke nha. màu đẹp, chất sờ mát mát. mặc oke sẽ mua tiếp nha.	Design	0	positive
43#81#0	mua lúc 89k + vận chuyển nên thành ra 117k 1m65 70kg nam ngực to mặc khá ổn cỡ xl chất vải thì như hình chụp	Design	1	neutral
74#99#0	chất liệu:khôg biết màu sắc:như hình đúng với mô tả:ổn giao hàng khá lâu. áo còn chỉ thừa khá nhiều. shop nên cho thêm giấy thơm vào áo. chất lượng oke nhưng mn nhớ chọn sz, đo đạt đồ cho cẩn thận tránh để làm việc việc với shop. shop trl tin nhắn quá chậm. mình cản thấy rằng khâu chăm sóc khách hàng của shop chưa ote lắm. nói chung chọn kĩ tránh làm việc với shop:>	Design	2	negative
58#90#0	ảnh chất lượng thấp nhưng áo chất lượng cao nha mọi người.xịn không một cọng chỉ thừa luôn.chất liệu khá ok,dáng đẹp,chuẩn size.t rất thích các cskh của shop.đã mua lần thứ 2 ủng hộ shop.chúc shop buôn may bán đắt!	Design	0	positive
20#109#0	không thể tin được, sản phẩm nhà shop quá tuyệt vời từ chất liệu vải đến đường may không thể chê vào đâu được. cảm ơn sự cống hiến nhiệt tình của shop đến với từng sản phẩm. tuyệt vời, chắc chắn sẽ mua lại nhiều lần nữa	Design	0	positive
0#54#0	tay áo hơi dài so với bình thường nhoé, cổ áo khá chật 	Design	2	negative
109#124#0	đúng với mô tả:áo mỏng chất liệu:cotton su màu sắc:nâu ảo mỏng lắm nhé, khuyến nghị không nên mua màu trắng. cổ còn rộng nữa	Design	2	negative
46#66#0	đúng với mô tả:. chất liệu:. màu sắc:hơi phai áo hơi mỏng với rộng nói chung mặc đc với giá tiền như này mọi người nên mua thử	Design	1	neutral
0#42#0	Form áo rộng rãi, thoải mái, cổ áo hơi cao, áo được giao hàng nhanh	Design	0	positive
34#76#0	Đúng với mô tả:đúng Chất liệu:vải Màu sắc:be đẹp lắm màu giống hình form đẹp chất vải ok lắm nha	Design	0	positive
56#64#0	màu sắc:đúng yêu cầu đúng với mô tả:đúng chất liệu:đúng hơi chật	Design	2	negative
42#264#0	chất liệu:ok màu sắc:ok đúng với mô tả:ok nẹp hay bản cổ may rất đẹp, đóng cúc chắc chắn. xẻ sườn hình dáng đẹp và đều, chặn chắc chắn. mác sử dụng có cúc dự phòng, mình đánh giá cao việc làm này. áo này phù hợp với mặc đi làm hay chơi những môn thể thao nhẹ nhàng	Design	0	positive
61#90#0	giao hàng khá nhanh, đóng gói sản phẩm nhìn rất xịn, vải mát đường may nhuyễn, ki chỉ thừa, dày vừa phải không mỏng quá, +1 tín nhiệm cho shop.	Design	0	positive
97#137#0	Áo mình mua tặng cho em nên không có ảnh, em mình bảo đóng gói xịn lắm nho, giao hàng cũng nhanh mình thấy màu cũng xinh hong có chỉ thừa, giá hạt dẻ mọi người nên mua trải nghiệm	Design	0	positive
80#106#0	chất liệu:hơi mỏng đúng với mô tả:hơi màu sắc:ổn có nhiều chỉ thừa vải hơi mỏng hình in đẹp có vài vết bẩn nma cx đc okeoke	Design	1	neutral
24#43#0	giao hàng nhanh,vải đẹp,đường may chắc chắn. vảy của quần rất dày dặn và đẹp. mình đã mua nhiều lần ở shop và tháy rất ok	Design	0	positive
63#115#0	chất liệu:vải coton màu sắc:màu như hình, đẹp. dạ vải rất mát, vừa vặn và có độ co giãn thích hợp. màu đẹp như hình và vô cùng chất lượng.	Design	0	positive
178#188#0	Thất vọng, thật sự thất vọng vì đã bỏ ra số tiền như vậy để nhận đc 1 chiếc áo QUÁ MỎNG, vải mỏng có thể nhìn thấy đc cả nội y ( như ảnh 2,3) thật sự mua xong cảm thấy phí tiền, mẫu thì ok nhưng vải quá MỎNG. Mua xong chắc chỉ móc vào tủ chứ ko dám mặc ra ngoài luôn ấy. Mong shop khắc phục vấn đề này	Design	0	positive
41#53#0	chất liệu:hơi mỏng màu sắc:được tui thấy bị lũng 1 lỗ va thấy chất vãi ko đẹp đã di rồi còn giao lộn cho tui	Design	2	negative
0#90#0	áo mẫu mã đẹp lắm ạ. đường kim mũi chỉ sắc xảo. rất đáng đồng tiền bát gạo ạ. form ôm body, vải ko quá mỏng, mặc mát lắm ạ. sẽ tiếp tục mua ủng hộ shop ^^	Design	0	positive
74#96#0	đã nhận đc hàng, áo thun đẹp, vải chất lượng, đg may đẹp, mặc rất mát mẻ, mình mặc rất vừa người. mọi nên mua nhé hàng shop rẻ mà chất lượng lắm!	Design	0	positive
15#35#0	chất liệu:mỏng màu sắc:màu nhạt hơn	Design	2	negative
28#69#0	Giao hàng nhanh chất vải đc màu hơn đậm so với trên ảnh nhìn hơi phèn	Design	2	negative
35#56#0	áo đẹp vải dày vừa phải thoáng mát lên from đẹp siêu ưng mỗi tội đóng gói kh được chắc chắn nên ship về đến nơi hộp bị hư mất tiêu	Design	0	positive
14#42#0	Áo như ảnh ạ, dạng form rộng mặc thoải mái, vải mềm, kh bị ngứa, thoáng mát. Mình đặt tặng nên kh chụp lại hình kịp ạ.	Design	0	positive
24#35#0	Áo to và rộng Vải mát ạ hình in đẹp Giao hàng nhanh Nên mua hdhxv	Design	0	positive
20#33#0	đúng với mô tả:đúng chất liệu:mát màu sắc:đẹp hình ảnh mang tính chất nhận xu hàng đẹp giống với mô tả.	Design	0	positive
31#89#0	3 áo đều giống hình, vải đẹp ạ nhưng cái sơ mi xám bị chật ạ size nhỏ hơn fom bình thường shop hổ trợ e đổi size với ạ	Design	2	negative
117#191#0	Đúng với mô tả:đúng Màu sắc:trắng Áo chất cực mát, sờ vào là thấy mát luôn. Size áo chuẩn, 1 local brand triển vọng. Tuy nhiên, áo vẫn có vài đường chỉ chưa được đẹp mắt cho lắm như hình cuối. Nếu có thể cải thiện được thì sẽ tốt hơn nữa. Nói chung áo này rất ưng ý mình. Chắc chắn sẽ có mua lại nữa	Design	1	neutral
48#67#0	màu sắc:nhạt đúng với mô tả:tạm ổn vãi hơi mỏng may kh chi tiếc lắm nhma với giá cả như này thì ok r	Design	2	negative
51#162#0	Cá nhân mình thấy vải ko quá dày cũng ko quá mỏng, vải cổ áo khác màu so vs áo, lấy sz nhỏ nhất nhưng super rộng, hình in đẹp, nhưng logo may chưa đc chỉn chu lắm.. mình vẫn quánh 5* mong shop cải thiện :).	Design	1	neutral
0#10#0	màu sắc:ok đúng với mô tả:ok chất liệu:ok hàng hoá đúng với yêu câu, chất liệu tối bền. hình ảnh mang tính chất nhận xu. hàng dùng ok đến giờ không vấn đề gì	Design	0	positive
12#45#0	vải khá ok, màu sắc đẹp, chất lượng in tạm ổn, sẽ còn ủng hộ, 1m60 54kg mặc vẫn rộng	Design	0	positive
12#61#0	Màu sắc:kem Đúng mẫu,áo xinh,có một ít chỉ thừa nhưng cũng ok	Design	0	positive
14#25#0	Chất liệu:đẹp Màu sắc:đẹp Đúng với mô tả:đúng với miêu tả Chất vải dày dặn, hình in chuẩn đẹp, màu be khá đẹp. Nên mua nha các bạn, khá là rẻ so vs các local brand khác	Design	0	positive
103#134#0	Chất vải dày ok lắm ạ, màu be này xinh xỉu, mk đã mua 1 áo màu xám r bh mua thêm màu be, tất cả đều ok mỗi tội form áo hơi rộng và dài	Design	2	negative
52#102#0	Màu sắc:be Đúng với mô tả:đúng Chất liệu:vải cotton Áo rộng, mặc lên vừa i người tớ luôn,k có chỉ thừa ,chất vải xịn xò, đáng đồng tiền để mua lắm nha	Design	0	positive
75#104#0	Chất liệu:kh biet Đúng với mô tả:chuẩn Màu sắc:hồng chất áo có vẻ hơi nóng form đẹp cổ bo chun rất đẹp ạ	Design	0	positive
53#64#0	Đúng với mô tả:áo đẹp Chất liệu:vải thun Màu sắc:xám Màu sắc đẹp với giá này mà có 1 chiếc áo như vậy quá là tuyệt vời	Design	0	positive
35#58#0	giá quá ổn và chất lượng cũng oke, áo ko có chỉ thừa nhiều nên rất đáng đồng tiền.	Design	0	positive
50#77#0	chất liệu:thoáng màu sắc:tươi đúng với mô tả:đúng sản phẩm mặc nhẹ. thoải mái. thấm hút nhanh	Design	0	positive
34#45#0	đúng với mô tả:đúng chất liệu:xấu màu sắc:đẹp hàng ok nek hình ảnh in sắc nét có điều vải ko như trong honhf nhak nóng lắm ạ	Design	0	positive
75#135#0	mua tặng bạn, bạn mình rất thích. shop còn tặng thêm chai gel rửa tay nữa. mọi người mua nên đặt lớn hơn 1 size nhé, tại form áo khá ôm.	Design	1	neutral
55#74#0	đúng với mô tả:chuẩn chất liệu:vải màu sắc:xanh đậm áo form và vải rất đẹp. mặc đi tập thể thao hay đi chơi đều hợp.	Design	0	positive
30#75#0	shop giao hàng nhanh lắm nha. màu cam nâu ngoài sáng hơn 1 tí nhưng vẫn đẹp. vải áo cam dày hơn vải áo xanh đen	Design	1	neutral
33#268#0	đúng với mô tả:10d chất liệu:10d màu sắc:10d kiểu dáng thể thao với độ dài vừa phải phù hợp với mọi hoạt động thể thao phần túi có khoá kéo để đựng đồ cá nhân tiện lợi phần đai quần có dây chun kéo giúp các chàng chỉnh được độ co giãn, phù hợp với vòng bụng ống quần c	Design	0	positive
55#66#0	chất liệu:ko bt đúng với mô tả:ko đúng.lắm màu sắc:đen áo hơi ngắn	Design	2	negative
0#65#0	Áo giặt mấy lần rồi vẫn còn bụi đen mặc cứ dính vào người chê nha	Design	2	negative
88#98#0	Màu sắc:màu nhìn như màu cháo lòng Chất liệu:cotton Đúng với mô tả:màu áo chưa đúng lắm Chất áo ổn hình in sắc nét đẹp nhưng màu áo làm mình hơi thất vọng	Design	0	positive
100#129#0	Chất liệu:cotton Màu sắc:Be Đúng với mô tả:Đúng với mô tả Áo xinh, màu be dịu mắt, giao hàng nhanh. Tuy nhiên áo vẫn còn chỉ thừa	Design	2	negative
39#51#0	Áo giá khá ok, vải dày mawcj hơi nóng, màu cũng đẹp. Đóng gói gọn gàng sạch sẽ	Design	0	positive
36#49#0	chất lượng vải tốt, rất mát và mịn, đường may đẹp giá cả lại rẻ nữa, ship giao hàng ngoài tỉnh rất nhanh chỉ có 1 ngày thui ạ, shop hỗ trợ nhiệt tình đánh giá 5 sao 	Design	0	positive
0#11#0	màu sắc:đẹp chất liệu:mỏng đúng với mô tả:đúng giao hàng nhanh, đóng gói đẹp. mặc rất thoáng và mát	Design	0	positive
10#14#0	quá mỏng, ngắn	Design	2	negative
14#41#0	sản phẩm tốt. đúng size, đẹp quần rất đẹp, ban đầu không định mua đâu nhưng thấy anh em đánh giá tốt và fedback oke nên cũng tin tưởng shop. quần đẹp và chất lượng, giao đúng mẫu đúng size. anh em bên mua	Design	0	positive
8#30#0	khá tốt nhưng cổ thì k dày lắm vừa mà nếu với mức giá này thì khá là ok rồi nên mua	Design	1	neutral
33#127#0	áo chất vải ok phù hợp giá tiền, thấy để size 80kg mặc cũng vừa mà ck mình có 73kg mặc ngắn cũn cho bớt sao vì sai số quá trời.	Design	2	negative
93#112#0	Áo đẹp tuyệt vời nha <3 k có chỉ thừa, hình in rõ nét, chất vải mềm mại, mặc vô rất thoải mái, màu cũng ưng nữa. Nói chung là 10đ. Mình cao 1m6, nặng 44kg, mặc size M là vừa. Ai muốn oversize thì tăg lên 1 size nha	Design	0	positive
90#133#0	vừa nhận đc hàng nóng hổi đánh giá luôn. với giá 67k thì áo ok mặc năm sau thay mẫu khác. đường may cẩn thận. mình rất thích màu này.	Design	0	positive
42#68#0	màu sắc:đen chất liệu:mỏng đúng với mô tả:chữ hơi khác hình minh hoạ	Design	2	negative
27#41#0	áo mỏng nhẹ, chất vải mát, ko có chỉ thừa, lần đầu mua nhưng thấy rất thích, sẽ còn ủng hộ	Design	0	positive
0#87#0	áo màu đẹp. mình chụp ánh sáng k tốt nên khi lộn trái màu nhìn khác chứ ở ngoài đẹp nhé. chất vải thì tạm đc.k biết mặc có nóng không	Design	0	positive
18#29#0	chất liệu:vãi xấu màu sắc:xấu đúng với mô tả:ko đúng như hô tả	Design	2	negative
0#44#0	áo form giống hình, màu ở ngoài đậm hơn chút, với giá sale vậy thì phù hợp	Design	0	positive
32#42#0	đúng với mô tả:kh đúng như hình màu sắc:tệ chất liệu:vải tệ vải rất tệ kh đc như hình	Design	2	negative
23#68#0	áo đẹp lắm nha mn ơi , chưa tới 100k mà vải đến fom xuất sắc thật sự nên mua nha mn	Design	0	positive
106#178#0	sản phẩm đẹp xuất sắc, áo này giá phải 150k là hợp. 5%spandex nên co giãn ít,chưa mặc nhưng chắc vải mát. form slimfit nên mình 70kg mang vừa y size 2xl, nhưng áo hơi dài vs mình :)))	Design	1	neutral
107#124#0	Chất liệu:cotton Đúng với mô tả:đúng Màu sắc:đen Giao hàng hơi lâu Áo dày dặn, chất đẹp lắm, không bị nóng nhưng mà hơi rộng	Design	2	negative
42#108#0	đúng với mô tả:ko đúng chất liệu:vải mỏng màu sắc:trắng ko như hình xấu mà ko đổi được.mẫu mã ko nên mua lừa	Design	2	negative
12#20#0	áo đẹp nha, form đẹp vải mát. có điều shop cbi hàng và giao hàng chậm quá thôi.	Design	0	positive
66#116#0	chất liệu:thun màu sắc:xanh than đúng với mô tả:đúng vải mặc mát, màu đẹp phù hợp mọi lứa tuổi. trẻ trung năng động, không nóng	Design	0	positive
78#98#0	Đúng với mô tả:đẹp nha Màu sắc:đen Chất liệu:k bt nữa mà mặc cũng mát Áo đẹp. Hình in cũng đẹp nữa. Nói chung là nên mua nha	Design	0	positive
132#144#0	lần đầu mình mua áo nam trên shope hơi lo ngại về chất lượng. nhma khi nhận được hàng thì phải nói là chim ưng luôn, áo chất lượng, form đẹp nữa. nên mua nên mua nha mng 	Design	0	positive
19#71#0	Chất liệu:hơi nóng Màu sắc:be Đẹp, mình thích cổ bé và form áo kiểu này, shipper thân thiện	Design	0	positive
24#41#0	Màu sắc:kem Áo dày dặn, không có chỉ thừa, giao hàng cũng khá nhanh, cao 1m61 50kg mặc size L cho thoải mái nhé, lần sau sẽ ủng hộ shop tiếp	Design	0	positive
80#91#0	Giao hàng lâu nhưng áo đẹp không có gì để chê, mng xem video là thấy, chất mát, in hình đẹp	Design	0	positive
76#101#0	áo k có mác rời,y kiểu áo ng khác mua cắt mác đi,áo hơi dơ nhẹ ở đường viền,nói về áo thì vừa size áo ok mặc mát,nói chung ok thắc mắc 2 điều 1 ko có mác rời 2 là hơi dơ k rõ lí do	Design	0	positive
35#50#0	gửi hàng nhanh, hàng đẹp, vải mát, đường may chuẩn, sẽ ủng hộ shop nhiều lần.	Design	0	positive
0#65#0	Size To lắm á nhe mn! 54kg, m58, size M là rộng thoải mái luôn á! Vải dày dặn xịn mịn, màu sắc và chất in kute	Design	0	positive
40#53#0	màu sắc:màu đẹp chất liệu:vải hơi mỏng, hình thêu đẹp	Design	0	positive
52#68#0	đúng với mô tả:màu hơi nhạt chất liệu:vải su khá ổn màu sắc:hơi nhạt ship thân thiện vui vẻ hàng ổn	Design	1	neutral
28#41#0	áo form đẹp, chất liệu tốt. mặc đúng dáng, hộp đựng đẹp. chúc shop bán đc nhiều đơn	Design	0	positive
50#54#0	chất liệu:hơi mỏng đúng với mô tả:ko màu sắc:đúng rộng	Design	1	neutral
14#66#0	chất liệu:mát màu sắc:đẹpok áo lên from rất đẹp, mặc rất thoải mái, đáng mua và rất phù hợp cho mùa hè. ảnh mang tính chất minh họa	Design	0	positive
12#40#0	áo khá mỏng màu chữ ở áo k như trên hình	Design	2	negative
26#44#0	giao hàng nhanh, vải đẹp, mặc khá là vừa vặn, rất đáng mua	Design	0	positive
23#102#0	chất liệu:vải quá cứng from thì nhỏ mới khui áo ra đã có vệt trắng trắng trên áo do để lâu lên móc vậy màu sắc:xanh đúng với mô tả:sai	Design	2	negative
51#62#0	sản phẩm đúng như shop mô ta. chất liệu vải mát mẻ màu sắc đẹp. hài lòng với số tiền bỏ ra. 5 sao cho shop ạ!	Design	0	positive
15#26#0	chất liệu:mỏng màu sắc:đẹp đúng với mô tả:trong hình thì nhìn vải đẹp mà giao hàng xong xem áo thì vải mỏng vl	Design	0	positive
26#54#0	chất vải sờ thấy mềm mịn, đường may đều đẹp chắc chắn. đóng gói gọn gàng. giao hàng nhanh. chồng mình mặc size xl, chiều ngang thì vừa nhưng hơi dài 1 tí. nói chung là hài lòng ạ. cho shop 5 sao!	Design	0	positive
