id	original_sentence	aspect	label_id	label
80#120#0	chất liệu:thong hơi màu sắc:chuẩn đúng với mô tả:đúng áo dày dặn.mềm tay.mặc mát.gói hàng cẩn thận.giao hàng nhanh chóng.rất hài lòng	Service	0	positive
35#50#0	vải đẹp. giá hợp lí, vừa túi tiền, giao hàng nhanh. sẽ tiếp tục ủng hộ.	Service	0	positive
21#36#0	áo đẹp hàng như hình giao hàng nhanh form áo vừa người có chương trình khuyến mãi hay đấy tuy k nhiều nhưng mà cũng cho thấy sự tận tâm của shop cho từng đơn hàng 	Service	0	positive
46#66#0	đúng với mô tả:nhái chất liệu:vải màu sắc:đen shop giao hàng nhanh, sản phẩm nhái hình và chất lượng sản phẩm tàm tạm	Service	0	positive
0#34#0	Giao hàng nhanh, gói hàng cẩn thận chất lượng rất tốt rất hài lòng	Service	0	positive
36#47#0	giao hàng nhanh chóng, chất vải ổn, đóng gói ok, sẽ ủng hộ trong những dịp tới	Service	0	positive
24#62#0	sản phẩm rất chất lượng đóng gói cẩn thận, giao hàng rất nhanh	Service	0	positive
59#83#0	Áo xinh mà rẻ, giống mẫu, mặc cũng được nhưng mà hơi nóng. Take care khách hàng tốt	Service	0	positive
141#169#0	chất liệu:vải mỏng, khô màu sắc:trắng đúng với mô tả:không đúng in chữ bị lệch, dễ bong và nhìn trân vải cực mỏng, thua cả giấy ăn, khô nóng chuẩn bị hàng lâu, chậm chạp mua phí tiền thực sự	Service	2	negative
171#275#0	chất liệu:vải màu sắc:giống hình đúng với mô tả:đúng áo đẹp nha mn, mua của colmate mấy lần rồi nên thấy rất hài lòng. vải mát, mỏng, có điều size m mà thấy vânz hơi dài. nv tư vấn nhiệt tình, mình vó bị nhâmg size mà nv hỗ trợ đổi size rất nhiệt tình. hàng đổi lại rất nhanh. nói chung 10d	Service	0	positive
0#58#0	giao hàng đúng nhanh hơn so với dự kiến, gói hàng cẩn thận, áo đẹp lắm nha shop, chất vải mát k bị nóng đâu, cầm nặng tay lắm, khá chất lượng	Service	0	positive
65#92#0	Chất liệu:mình mua lần 2 ở shop rồi, rất ưng ý, áo đẹp, vải đẹp, đóng gói cẩn thận chỉnh chu	Service	0	positive
0#15#0	giao hàng nhanh, vải đẹp, mặc khá là vừa vặn, rất đáng mua	Service	0	positive
48#75#0	tuyệt vời. chất vải dày dặn, mát, form màu đẹp. dịch mà giao hàng rất nhanh. ba mình rất ưng sản phẩm này, mình sẽ ủng hộ shop lâu dài. cảm ơn shop	Service	0	positive
45#113#0	sản phẩm chất lượng ok lắm ạ, vải mịn êm ái, giao hàng nhanh nữa shop quá uy tín,mình sẽ ủng hộ tiếp cám ơn shop.	Service	0	positive
63#78#0	Đúng với mô tả:aso phong dep Màu sắc:mau trang Chất liệu:coton Giao hang nhanh, ao dep, da mua 2 lần này là của anh ơi em đang ở đây ưoutw em cũng không biết làm đâu rồi sao không có tư	Service	0	positive
42#57#0	màu sắc:ok chất liệu:ok đúng với mô tả:ok giao hàng nhanh, giá tiền tương ứng vs chất lượng, cảm ơn shop, hình ảnh mang tính chất minh hoạ	Service	0	positive
47#62#0	Sản phẩm đẹp, chất lượng tốt, giống với mô tả, giao hàng nhanh, giá tiền phù hợp, nên mua nha mọi người! Ảnh chỉ mang tính chất nhận xu	Service	0	positive
0#77#0	shop chuẩn bị hàng và giao khá nhanh trong khu vực thành phố. đóng gói khá kỹ, vải mịn, mát. (video mang tính chất nhận xu )	Service	0	positive
77#119#0	áo chất vải đẹp ! quá đẹp so với giá tiền ! đúng form ! nên mua lắm mn nhé ! shop nhiệt tình và có quà tặng cực thích !	Service	0	positive
8#34#0	áo đẹp, hàng được đóng gói rất đẹp. có hộp rất thích hợp làm quà tặng luôn nè.	Service	0	positive
0#83#0	giao hàng nhanh shop nhiệt tình nếu muốn đổi trả bố mình mặc vừa đóng gói chỉnh chu	Service	0	positive
35#110#0	áo rất đẹp vải rất chi là ưng nha. cbi hàng hơi lâu nhưng giao rất nhanh , nhận hàng hôm qua hôm nay nhận được . nói chung rất đáng và nên mua nha	Service	0	positive
93#147#0	đúng với mô tả:đúng mô tả chất liệu:vải co giãn 4 chiều màu sắc:đúng màu vải mát mịn ok nha. shop giao hàng đóng gói cẩn thận giao nhanh. tuyệt vời	Service	0	positive
32#154#0	Đúng với mô tả:đúng Màu sắc:đen Ship giao hàng nhanh kinh khủng luôn ấy, bình thường đặt hàng từ hcm về toàn 4 5 ngày cơ, bây h 2 ngày là nhận đc hàng rồi. Áo không quá mỏng, với giá rẻ nv là phù hợp rùi ạ. Lần sau sẽ ủng hộ shop tiếp	Service	0	positive
37#70#0	màu nâu ở ngoài nhạt hơn nha áo đẹp, đóng gói cẩn thận giao hàng nhanh hơi nhiều chỉ thừa nhưng với giá này thì lh đòi hỏi gì thêm	Service	0	positive
65#224#0	sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này	Service	0	positive
89#117#0	mua nhầm kiểu nên ko có hình đúng sp, mà mình mua colmate từ lúc mới ra thương hiệu rồi, đonga gói chỉn chu, cskh tốt. áo trên hình là bạn mình mặc của colmate luôn	Service	0	positive
0#35#0	giao hàng nhanh, đóng gói cẩn thận, chất lượng như quảng cáo. tặng shop 5 sao. chúc shop làm ăn phát đạt, phát triển thịnh vượng.	Service	0	positive
0#15#0	giao hàng nhanh, chất vải áo rất đẹp và mát, nhưng màu không đúng như ảnh  bị xanh quá so với ảnh, mình đã hy vọng đậm và tối như ảnh nhưng bị xanh quá 	Service	0	positive
88#106#0	Đúng với mô tả:đúng với mô tả Chất liệu:ổn Màu sắc:ok Sản phẩm khá là ok không chỉ thừa shipper thân thiện nói chung là nên mua	Service	0	positive
64#89#0	áo đẹp ghê ạ . hehe lúc đầu em tưởng xẻ 2 xườn ạ . nhưng áo đẹp anh shiper đáng yêu ghê ạ .	Service	0	positive
51#92#0	shop gửi cho mình áo trắng bị lủng một lỗ và xước, shop không kiểm tra kĩ trước khi gửi hàng	Service	2	negative
56#113#0	màu sắc:xanh bong dem chất liệu:vai đúng với mô tả:đúng giao hàng nhanh, gói hộp xịn xò, đc bọc trong túi xịn xò.	Service	0	positive
39#61#0	áo rẻ nhưng chất cũng bình thường nhé. shop gói hàng cẩn thận.	Service	0	positive
108#136#0	đây lần thứ 2 mua hàng ở shop đều rất hài lòng, đóng gói đẹp, cskh tốt, áo vải đẹp, dày dặn, mặc thoải mái. giao hàng đúng mẫu đúng size	Service	0	positive
234#429#0	chất liệu:khá là dày màu sắc:đẹp chuẩn màu yêu cầu đúng với mô tả:về kích cỡ size thì có thể cân nhắc nếu bạn ko thích form body. kỳ thực tôi đi mua đồ chưa bao giờ gặp cái shop nào như thế này luôn. quá ư là ưng ý và hài lòng =)))). mặc dù chưa biết độ co giãn sau khi giặt ra sao nhưng điểm + đầu tiên tôi muốn đề cập là cách đóng gói và giao hàng của shop :))). cảm giác đúng kiểu bạn là thượng đế ấy (có hình). chắc chắn, gọn	Service	0	positive
0#27#0	một vệt bẩn, ko ktra hàng à	Service	2	negative
12#27#0	màu sắc:đen giao hàng nhanh, hàng chất lượng ổn nên mua nha ah síp bờ sáng tạo	Service	0	positive
50#99#0	đúng với mô tả:không chất liệu:3158 màu sắc:trắng giao hàng không đúng mẫu . mong shop xem lại hàng	Service	2	negative
162#179#0	màu sắc:be đúng với mô tả:đúng, size lệch chất liệu:vải xịn áo giặt bth bằng tay , ngâm nc xả vẫn bị dính màu từ hình vẽ lên trên cổ áo, mặt lưng, mặt trước :))) nt shop ko tư vấn	Service	2	negative
42#63#0	áo săn sale nên giá cực rẻ.chất lượng tốt.gói hàng rất cẩn thận	Service	0	positive
0#33#0	giao hàng nhanh shiper thân thiện. chất lượng phù hợp với giá tiền. nên mua ạ	Service	0	positive
26#65#0	áo rất đẹp, chất vải mát, shop phục vụ và tư vấn rất nhiệt tình ạ	Service	0	positive
41#58#0	ảnh klq. tính chất nhận xu sản phẩm đẹp, đóng gói cẩn thận, phù hợp với giá tiền	Service	0	positive
80#98#0	Đúng với mô tả:đúng Chất liệu:cotton Màu sắc:trắng Hàng đẹp nha ,vải mịn Rất ổn shipper thân thiện Nên mua	Service	0	positive
30#64#0	video mang tính chất nhận xu. đóng gói cẩn thận, giao hàng nhanh. màu xanh bóng đen này hơi già , nếu ai mua cho ng trẻ nên cân nhắc mầu này .	Service	0	positive
70#100#0	đúng với mô tả:đúng vói mô tả chất liệu:khô thánh màu sắc:trănhs đẹp, giao hàng nhanh chóng tiện lợi	Service	0	positive
28#73#0	em mình m73, 72 kg vừa nha, áo ship nhanh, shop vẫn guwir hộp rất đẹp nha.	Service	0	positive
102#221#0	chất liệu:chất liệu vải ko được mềm mịn cho lắm màu sắc:kem đậm gần nâu đúng với mô tả:gần đúng mô tả chuẩn bị hàng lâu nhưng cx thông cảm được vì hàng nhiều nên đi ko kịp rep ib lâu vcl nữa nhưng đóng gói đẹp nên +1 điểm	Service	1	neutral
100#134#0	1m76 nặng 64kg mặc size l ổn nhé! đã mua 4 cái, tất cả đều chất lượng như quảng cáo. rất đáng tiền! giao hàng nhanh, đóng gói cẩn thận! xin cảm ơn!	Service	0	positive
0#34#0	đóng gói cẩn thận giao hàng nhanh, vải ok lắm áo đẹp	Service	0	positive
0#15#0	Giao hàng nhanh nhưng vải hơi mỏng nhưng với giá thì cx đc màu sắc đúng với hình	Service	0	positive
62#214#0	đã nhiều lần ủng hộ colmate. đồ rất đẹp phù hợp với giá tiền, shop tư vấn nhiệt tình mặc dù mình đặt size hơi bị cộc nhưng shop đã sẵn sàng giúp đỡ mình đổi nhanh chóng . ưng ý với sản phẩm và cả cách phục vụ ở đây	Service	0	positive
42#57#0	chất liệu:coton màu sắc:hồng rất đẹp nha, giao hàng nhanh, mua 2 lần rồi, lần trước cách lần sau chắc cũng hơn 1 năm, đều đúng lúc shop hết hộp, k biết trùng hộp hay thiệt sự là k có cái hộp nào hết!	Service	0	positive
90#148#0	đúng với mô tả:bình thường chất liệu: bt màu sắc:nâu,xanh ghn,giá như này thig kh đòi hỏi nh lúc mik bận ko ở nhà thì shiper lại bảo trả lại cho nta	Service	1	neutral
0#21#0	chuẩn bị hàng hơi lâu nhận được hàng khá ưng chất mát tuy nhiên màu áo không giống ảnh lắm	Service	2	negative
49#64#0	Màu sắc:Be Chất liệu:Cotton Đúng với mô tả:10/10 Giao hàng nhanh, vãi mát, dầy dặn. Hình in rất đẹp, không róc	Service	0	positive
69#79#0	đúng với mô tả:đúng màu sắc:đen chất liệu:tốt mua về mặc sài cũng ok giao nhanh săn trên live 9k quá rẻ nên ko đòi hỏi j nhìu 	Service	0	positive
0#9#0	giao nhah, vải tốt mk rất ưg, mà size xl mặc hơi ôm :), lần s đặt thêm mấy màu nx <3	Service	0	positive
8#54#0	áo đẹp, giao hàng siêu nhanh chóng nên mua mọi người ạ.đã mua lần thứ b rồi.sẽ quay lại ủng hộ shop nhiều lần sau này	Service	0	positive
14#59#0	chất liệu:tốt đầu tiên là ưng khoản đóng gói, có hộp xịn sò. chất đẹp, giá rẻ. sẽ ủng hộ shop dài!	Service	0	positive
0#34#0	giao hàng nhanh, đóng gói cẩn thận. áo chất lượng ổn trong tầm giá. rất hài lòng với mẫu áo trắng đặt. yody sale 5 lần bảy lượt không có áo. mua món này thấy ưng ý.	Service	0	positive
24#41#0	rất ưng nha vải tốt đẹp shiper thân thiện	Service	0	positive
44#102#0	chất liệu:mát màu sắc:đẹp đúng với mô tả:ok shop giao hang nhanh, khá nhiệt tình, an tâm khi mua hàng. mọi ngưởu nên ủng hộ shop nha.	Service	0	positive
66#87#0	đóng goi đẹp . áo rẻ ko thích cho lắm nhưng với giá tiền thì ổn . giao hàng nhanh chóng . áo có cổ đẹp chất vải cung đẹp	Service	0	positive
16#31#0	hàng đep giá rẻ giao hàng nhanh rất đáng mua nhé cả nhà. chất mát lạnh.mình sẽ mua thêm cho bố và ck nua. cả ship hơn 100k ma như hàng hiệu ấy.	Service	0	positive
50#84#0	chất liệu:chất lượng sản tuyệt vời, hợp giá tiền, giao hàng nhanh, đóng gói cẩn thận.	Service	0	positive
0#33#0	đóng gói cẩn thận,giao hàng nhanh, vải mịn mát ,shop giao đúng màu mình chọn lần sau ủng hộ shop	Service	0	positive
0#43#0	giao hành nhanh đóng gói chắc chắn cẩn thận áo đẹp giống mẫu đăng	Service	0	positive
29#39#0	sản phẩm rất đúng như mô tả, ship nhanh hàng chất lượng, nhận xu.	Service	0	positive
0#26#0	shop giao hàng nhanh chóng. áo vải mềm, mát và y hình ạ. có cơ hội sẽ ủng hộ shop tiếp.	Service	0	positive
0#15#0	giao hàng nhanh, giá cả hợp lý với chất lượng, vải mỏng mặc khá mát	Service	0	positive
13#44#0	hàng đẹp oke nhưng shiper ăn nói như con cạc	Service	2	negative
0#35#0	giao hàng nhanh, hàng đúng như hình, chất lượng tốt, sẽ ủng hộ shop	Service	0	positive
0#33#0	đóng gói hàng kĩ, giao hàng nhanh. áo thun vải xịn.dượng em bận rất đẹp.	Service	0	positive
41#132#0	chất lượng sản phẩm tốt so với giá tiền. đóng gói sản phẩm cẩn thận. giao hàng nhanh. shop hỗ trợ đổi size nhanh chóng và nhiệt tình. nên mua nhé.	Service	0	positive
62#75#0	chất lượng thì không bàn nhưng em đặt trúng đợt sale nên chắc giao hàng lâu ạ.	Service	2	negative
48#127#0	mặc thoáng mát giá cả phải chăng màu y như hình giao hàng tương đối nhanh trong khi đó đang có dịch shop nói chuyện rất lịch sự	Service	0	positive
111#129#0	Hình ảnh mang tính chất nhận xu nên mọi người dừng để ý. Chất vải mịn, không quá dày, với giá này cũng hợp lý, đóng gói xinh, gọn	Service	0	positive
37#52#0	đóng hói sản phẩm đẹp. form lên đẹp. giao hàng nhanh. sẽ ủng hộ. hình ảnh lấy xu	Service	0	positive
21#53#0	sản phẩm giống mô tả.shop tận tình tư vấn, thân thiện. chất lượng số với giá thành thì quá ok. sẽ tiếp tục ủng hộ shop	Service	0	positive
88#103#0	màu sắc:ok đúng với mô tả:chất đẹp chất liệu:ok mua khá nhiều lần lần nào cũng ưng bụng shop giao nhanh vải đẹp ok 	Service	0	positive
50#75#0	chất sờ thích, mât mẻ, smoth, giá cũng ngon nghẻ, gói hàng đẹp đẽ, cẩn thận	Service	0	positive
18#68#0	áo vải mát lắm ạ, shop giao hàng nhanh, đặt hôm cn mà thứ hai có rồi ạ, đóng gói cận thận, sẽ quay lại lần sau	Service	0	positive
81#101#0	màu sắc:như mô tả đúng với mô tả:đúng chất liệu mát, thấm hút mồ hôi, khô nhanh. shop giao hàng nhanh	Service	0	positive
111#143#0	hàng đẹp như hình, vải thun sờ rất thích. mặc mát, size chuẩn mặc khá ok. :)) màu xanh thì hơi đứng tuổi chút. shop gói hàng kĩ giao hàng nhanh.	Service	0	positive
0#34#0	giao hàng nhanh, đóng gói cẩn thận. áo ok, thoải mái, hình ảnh sắc nét	Service	0	positive
46#63#0	đúng với mô tả:đúng chất liệu:tốt màu sắc:đẹp đóng gói cẩn thận, áo hơi bé, đúng sản phẩm,	Service	0	positive
0#127#0	riêng cái khâu giao hàng thôi là đã thấy kh chịu nổi rồi,shop chuẩn bị hàng chậm, đặt 11 mà 15 mới giao cho vận chuyển,chả hiểu.còn áo thì chất vải bth như hàng chợ thôi,pr cho lắm vào.không có tặng móc khoá hay hộp như review, tính mua làm quà tặng mà đóng gói cái bì nilông.chất vải kém outerity xa	Service	2	negative
15#59#0	sản phẩm đẹp . đóng gói cẩn thận . giao hàng đúng thời gian . thanks shop	Service	0	positive
0#45#0	shop chuẩn bị hàng hơi chậm, nhưng giao nhanh, áo chất lượng hơn so với giá rẻ như vậy ạ	Service	1	neutral
23#64#0	ok được mẫu mã đẹp lắm shop đóng gói nhanh chóng ship nhanh like	Service	0	positive
13#46#0	sản phẩm oki đóng gói cẩn thận giao hàng nhanh mình đã mua 2 lần rất đáng tiền	Service	0	positive
14#34#0	Chất liệu:tot Giao hàng đúng và đủ. Áo form rộng và chất vải dày dặn. Nói chung là mình ưng lắm ạ. Sẽ ủng hộ shop nhiều	Service	0	positive
51#61#0	Đúng với mô tả:cũng đc Màu sắc:hồng Chất liệu:thun Giao nhanh, ngoài ko phải hồng pastel mà hồng đào á m.n Vải mỏng. Form to lắm. Có vết dơ màu áo ko giống Hơi thất vọng vì mong chờ màu pastel như hình	Service	0	positive
87#187#0	áo đẹp, giá rẻ, đường may đẹp k có chỉ thừa, chất vải thun cotton thấm hút mồ hôi tốt. lần tới sẽ ủng hộ tiếp. nên nhắn trước cho khách nếu hết hàng, đừng chỉ ghi “nợ 1 áo” trên đơn hàng.	Service	2	negative
37#62#0	Sản phẩm chất lượng tốt, mẫu mã đẹp ,giao hàng nhanh đúng mẫu.	Service	0	positive
95#121#0	shop rất nhiệt tình vãi đẹp mua shop lần này lần 2 rồi . nếu còn mẫu nào nữa ủng hộ shop nữa . chắp cho shop 1 ***** thôi .	Service	0	positive
31#137#0	chất liệu:cotton màu sắc:trắng tuy sp hết hàng phải đợt rất lâu nhưng được các bạn cskh hỗ trợ rất tốt nhận sp rất đẹp. rất hài lòng 5sao	Service	0	positive
93#126#0	Chất liệu:cotton Màu sắc:be Đúng với mô tả:100% Áo xịn hơn hẳn mấy brand mình từng mua luôn, đóng gói cẩn thận giao hàng nhanh mà áo đẹp cực từ hình in cho đến chất vải, nên mua nka mn sorry vì hơi lười chupj ảnh nma áo đẹp thiệt	Service	0	positive
80#90#0	Chất liệu:vải mềm Màu sắc:đen Đúng với mô tả:đúng Áo khá rộng nha, vải đẹp lắm, giao nhanh, xịn nha	Service	0	positive
51#225#0	đúng với mô tả:sai chất liệu:vải ko bt màu sắc:sữa t rất thấy vọng với sản phẩm của shop khi shop vẫn đang chuẩn bị hàng t muốn huỷ đơn này đi để đặt màu khác mà shop từ chối khi đã nhận hàng về tay tôi lại càng thất vọng hơn chất vải cực kì khác với trên ảnh , trên ảnh thì nhìn chất kiểu như là vải len nhưng khi nhận hàng thì chất nó kiểu rất xấu mà t ko bt tả màu thì cứ bị vàng vàng nói chung rất xấu	Service	2	negative
15#53#0	chất liệu:mỏng đặt 2 cái mà giao 1 cái nên hơi bỡ ngỡ	Service	2	negative
111#150#0	chất liệu:cotton su đúng với mô tả:không màu sắc:trắng khog đúng hàng bị lỗi cái đậm cái nhạt hình in bị thiếu có nt với shop nhưng k nhận đc phản hồi thực sự thất vọng	Service	2	negative
37#67#0	áo rất đẹp, chất vải rất mềm và mịn. giao hàng rất nhanh chóng luôn. mua đúng dịp sale nên rất hài lòng vs shop.	Service	0	positive
74#103#0	vải áo đẹp và mặc mát lắm ah shop, đã mua 1 cái nay mình đăth thêm 3 cái, giao hàng nhanh hơn lần trước	Service	0	positive
0#38#0	giao hàng khá nhanh. shiper thân thiện chất ao khá ổn.	Service	0	positive
20#47#0	sản phẩm chất lượng đóng gói tốt có hộp lịch sự. áo chất vải tốt thoáng mát không chỉ thừa	Service	0	positive
62#142#0	cải form siêu đẹp, siêu ưng luôn. anh chồng mặc cực kỳ thích. may nhắn shop tư vấn đúng size, chứ tự đặt là bị chật rồi. chắc chắn sẽ mua lại.	Service	0	positive
121#153#0	lần thứ 2 mua của shop , rất hài lòng , vải đẹp , from dáng cũng đẹp vừa vặn , đã sale rẻ rồi mà còn được quà tặng nữa , sẽ còn ủng hộ shop dài dài nhé !	Service	0	positive
54#75#0	chất liệu:tốt màu sắc:đẹp đúng với mô tả:thấm hút tốt hàng nhận đóng gói ok..chất lượng vải khá tốt.thấm hút và thoáng mát..cám ơn shop nhiều nhé	Service	0	positive
47#57#0	Đúng với mô tả:đúng Màu sắc:be Chất liệu:coton Giao nhanh áo đẹp vải ngon mê cực shop tư vấn nhiệt tình bo cổ đẹp nên mua nha sẽ ủng hộ shop tiếppp	Service	0	positive
13#57#0	áo rất đẹp , nhân viên tư vấn size áo mặc vào rất phù hợp..các fen nên mua nhé !	Service	0	positive
80#180#0	áo mình tặng nên không có ảnh nhưng mà siêu đẹp bạn mình ưng lắm  sản phẩm tốt, giao hàng nhanh, đóng gói hàng chắn chắn, cảm ơn shope đã mang đến cho mình một trải nhiệm tuyệt vời 	Service	0	positive
88#122#0	form áo chuẩn, shop giao đúng màu và size, đường may gọn gàng, chất lượng rất hài lòng, giao hàng nhanh 4 ngày ra miền bắc. 5* hài lòng.	Service	0	positive
49#96#0	màu sắc:trắng, beige chất liệu:vải cá sấu cotton shop rất nhiệt tình, dễ thương, hàng giao nhanh, áo đẹp mà lại rẻ nữa. em giới thiệu bạn bè ủng hộ shop tiếp ạ	Service	0	positive
78#103#0	áo thì mỏng như tờ giấy nhìn xuyên qua đc đánh giá kém chất lượng thì xin sỏ. làm ăn quá kém chất lượng	Service	2	negative
71#109#0	Đúng với mô tả:rất đúng mô tả Màu sắc:đen Mình rất thích sản phẩm này, đóng gói chỉnh chu giao hàng nhanh nữa	Service	0	positive
53#129#0	chất liệu:không tốt màu sắc:đúng đúng với mô tả:đúng mình đặt 2 sản phẩm mà mình chỉ nhận được 1 cái không nên đặt 2 sản phẩm nha	Service	2	negative
60#93#0	Màu sắc:đen Đúng với mô tả:cũng đúng Chất liệu:không rõ nữa đóng gói ổn áp he, giao khá nhanh, chất lượng thì ko phải bàn ạ tiền nào của đấy thoi	Service	0	positive
0#55#0	lần thứ 2 mình mua đồ ở shop. chuẩn bị hàng nhanh chóng. chất vải oke. giá rẻ. mình sẽ tiếp tục ủng hộ lần thứ n. hjhj. cám ơn shop	Service	0	positive
41#59#0	chất lượng sản phẩm ok, vải đẹp mặc mát. đóng gói chắc chắn, siêu rẻ	Service	0	positive
40#68#0	màu sắc:đen đúng với mô tả:đúng hàng ok nhưng mỗi tội giao hơi lâu ạ	Service	2	negative
32#42#0	hàng việt nam chất lượng vừa ổn giao nhanh giá thành rẻ hdjkfkfk	Service	0	positive
0#15#0	Giao hàng nhanh, mẫu mã như hình, chất thun, hình in đẹp,shiper dễ thương	Service	0	positive
22#59#0	hàng đẹp vải hơi nóng giao hàng khá nhanh shop dễ thương,..	Service	0	positive
32#130#0	hàng đẹp.giá rẻ . chất mát mịn. có mác thương hiệu.thẻ bài.túi bóng. nói chung khá là đầu tư.gấp gói cẩn thận.đẹp. giao hàng nhanh	Service	0	positive
58#121#0	chất liệu:thun màu sắc:xanh đen đúng với mô tả:ok áo đẹp, rất hài lòng về sản phẩm của shop, sẽ ủng hộ lần sau, tuyệt vời	Service	0	positive
27#49#0	chất liệu:mỏng màu sắc:đen shop giao sai sản phẩm	Service	2	negative
0#37#0	shop đóng gói quá đẹp giao hàng nhanh chất lượng sản phẩm thì quá ok mà lại giá rẻ mọi người nên mua nha .	Service	0	positive
31#91#0	chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn nên mua mọi người nhé 	Service	0	positive
79#94#0	chất liệu:kbiet màu sắc:xanh bóng đêm đúng với mô tả:đúng sp tốt, giá phù hợp, giao hàng nhanh l	Service	0	positive
0#73#0	đã nhận được sản phẩm đóng gói cẩn thận sẽ tiếp tục ủng hộ khi có nhu cầu	Service	0	positive
32#84#0	áo rất vừa vặn sau khi đổi lại, shop hỗ trợ đổi trả tuyệt vời, sẽ mua hàng nhiều hơn.	Service	0	positive
58#64#0	Màu sắc:trắng Đúng với mô tả:đúng với mô tả Chất liệu:vải Áo đẹp giao nhanh hàng đẹp chất lượng	Service	0	positive
65#82#0	màu sắc:năng đúng với mô tả:chính xác chất liệu:thoáng mát đẹp . đóng gói cẩn thận . sẽ ủng hộ shop những sản phẩm sắp tới	Service	0	positive
101#116#0	Chất liệu:vải mặc được Đúng với mô tả:dung qua dung Màu sắc:be nhat Sản phẩm tuyệt vời ông mặt trời, giao hàng nhanh, chất lượng tốt, 100 điểm , mọi người nên mua nha, ok la đó mấy bàa	Service	0	positive
57#72#0	chất liệu:đẹp mềm mịn màu sắc:chuẩn đúng với mô tả:chuẩn shop ship nhanh hàng chất lượng giá thành rẻ	Service	0	positive
0#20#0	shop giao hàng nhanh, sản phẩm đẹp như hình. mình vừa mua 2 cái rất hài lòng, sẽ mua thêm 3 cái nữa cho người nhà mặc.	Service	0	positive
46#61#0	đúng với mô tả:80% màu sắc:đúng chất liệu:mát giao hàng nhanh ao chất mặc mát nói chung nênmua	Service	0	positive
47#70#0	chất lượng phù hợp với giá tiền ,giá cả hợp lý đóng gói hàng chắc chắn	Service	0	positive
14#36#0	Chất liệu:Tốt Shop đóng gói cẩn thận,áo đẹp,Đúng size.Rất hài lòng về sản phẩm	Service	0	positive
0#34#0	đóng gói cẩn thận, giao hàng nhanh, chất lượng áo rất ok , sẽ ủng hộ shop tiếp	Service	0	positive
0#15#0	packing khá đẹp, sản phẩm tốt, giao hàng khá nhanh, đáng tiền lắm nha mn	Service	0	positive
49#99#0	mua lần thứ 2 hẳn 4 cái nữa và vẫn rất ưng luôn. giao hàng cũng nhanh nữa. sẽ ủng hộ shop lâu dài ạ 	Service	0	positive
85#100#0	Màu sắc:màu be Đúng với mô tả:đúng với mô tả Chất liệu:chất vải dày dặn, thấm mồ hôi Giao hàng nhanh, chất vải đẹp so với giá tiền nhưng có vẻ hơi nóng …	Service	0	positive
62#89#0	áo đẹp, mặc mát, mịn, không xù lông, đã mua nhiều lần ở shop. giao hàng nhanh, chất lượng. rất ưng ý	Service	0	positive
