sentenceId,raw_text,aspectTerms,aspectCategories
4547,"áo phù hợp với giá tiền, màu đẹp chất cũng ok giá cũng phải chăng. sz chuẩn bla bla blaa..,,,.","[{'term': 'chất cũng ok', 'polarity': 'positive'}, {'term': 'giá cũng phải chăng', 'polarity': 'positive'}, {'term': 'áo phù hợp với giá tiền', 'polarity': 'positive'}, {'term': 'màu đẹp', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}]"
2412,"sản phẩm tốt,chất lượng tuyệt vời.đóng gói đẹp,thời gian giao hàng nhanh chóng.sản phẩm sử dụng tốt chưa có khuyết điểm gì để chê sẽ sử dụng thời gian rồi fedback lại sau.thật tuyệt khi tìm đc sản phẩm ưng ý và phù hợp với nhu cầu cá nhân","[{'term': 'sản phẩm tốt,chất lượng tuyệt vời', 'polarity': 'positive'}, {'term': 'đóng gói đẹp,thời gian giao hàng nhanh chóng', 'polarity': 'positive'}, {'term': 'sản phẩm sử dụng tốt chưa có khuyết điểm gì để chê sẽ sử dụng thời gian rồi fedback lại sau.thật tuyệt khi tìm đc sản phẩm ưng ý và phù hợp với nhu cầu cá nhân', 'polarity': 'positive'}]","[{'category': 'General', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
1394,"shop đóng gói và giao hàng siêu nhanh, áo nhận được chất đẹp và mát nữa, ko thua kém áo hàng hiệu. nên mua nhé mọi người. mua được giá sale hời nữa","[{'term': 'áo nhận được chất đẹp và mát nữa, ko thua kém áo hàng hiệu', 'polarity': 'positive'}, {'term': 'mua được giá sale hời nữa', 'polarity': 'positive'}, {'term': 'shop đóng gói và giao hàng siêu nhanh', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
2620,"màu sắc:đẹp chất liệu:mỏng đúng với mô tả:đúng giao hàng nhanh, đóng gói đẹp. mặc rất thoáng và mát","[{'term': 'mặc rất thoáng và mát', 'polarity': 'positive'}, {'term': 'màu sắc:đẹp', 'polarity': 'positive'}, {'term': 'giao hàng nhanh, đóng gói đẹp', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
3934,mình cao m63 mặc size xxl mà như size m í:(( dáng ống tay áo vừa ngắn vừa xấu làm vai bị to ra được cái chất vải dày dặn không có chỉ thừa với giá này thì cũng không đòi hỏi nhiều mọi người cân nhắc trước khi mua nha:<,"[{'term': 'được cái chất vải dày dặn', 'polarity': 'positive'}, {'term': 'không có chỉ thừa', 'polarity': 'negative'}, {'term': 'với giá này thì cũng không đòi hỏi nhiều mọi người cân nhắc trước khi mua nha', 'polarity': 'neutral'}, {'term': 'mình cao m63 mặc size xxl mà như size m í:(( dáng ống tay áo vừa ngắn vừa xấu làm vai bị to ra', 'polarity': 'negative'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'negative'}, {'category': 'Price', 'polarity': 'neutral'}, {'category': 'Design', 'polarity': 'negative'}]"
5989,Màu sắc:đẹp in hình sắc nét Chất liệu:dày dặn hợp với giá tiền Áo đẹp giao hàng nhanh,"[{'term': 'Chất liệu:dày dặn', 'polarity': 'positive'}, {'term': 'hợp với giá tiền', 'polarity': 'positive'}, {'term': 'Áo đẹp', 'polarity': 'positive'}, {'term': 'giao hàng nhanh', 'polarity': 'positive'}, {'term': 'Màu sắc:đẹp in hình sắc nét', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}]"
5323,chồng mình mặc rất vừa. áo mát. phom chuẩn. munhf sẽ quay lại ủng hộ shop. hình ảnh mang tính chất nhận xu.,"[{'term': 'áo mát', 'polarity': 'positive'}, {'term': 'chồng mình mặc rất vừa', 'polarity': 'positive'}, {'term': 'phom chuẩn', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}]"
4705,áo vải hơi mỏng nm với giá tiền v chỉ v thui điểm cộng có giấy thơm,"[{'term': 'áo vải hơi mỏng nm', 'polarity': 'negative'}, {'term': 'với giá tiền v chỉ v thui', 'polarity': 'neutral'}, {'term': 'điểm cộng có giấy thơm', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'negative'}, {'category': 'Price', 'polarity': 'neutral'}, {'category': 'Service', 'polarity': 'positive'}]"
6469,Màu sắc:hồng Đúng với mô tả:đúng với mô tả Giao nhanh đóng gói cẩn thận chất liệu oke và giá rất oke,"[{'term': 'Giao nhanh đóng gói cẩn thận', 'polarity': 'positive'}, {'term': 'chất liệu oke', 'polarity': 'positive'}, {'term': 'giá rất oke', 'polarity': 'positive'}]","[{'category': 'Service', 'polarity': 'positive'}, {'category': 'Material', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}]"
6574,"Sản phẩm đẹp, chất lượng tốt, giống với mô tả, giao hàng nhanh, giá tiền phù hợp, nên mua nha mọi người! Ảnh chỉ mang tính chất nhận xu","[{'term': 'Sản phẩm đẹp, chất lượng tốt, giống với mô tả', 'polarity': 'positive'}, {'term': 'giao hàng nhanh', 'polarity': 'positive'}, {'term': 'giá tiền phù hợp', 'polarity': 'positive'}]","[{'category': 'General', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}]"
516,"vải mang mát, mang rất thoải mái shop luôn đóng gói kĩ càng chu đáo","[{'term': 'vải mang mát', 'polarity': 'positive'}, {'term': 'mang rất thoải mái', 'polarity': 'positive'}, {'term': 'shop luôn đóng gói kĩ càng chu đáo', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
1166,"sản phẩm chất lượng ok lắm ạ, vải mịn êm ái, giao hàng nhanh nữa shop quá uy tín,mình sẽ ủng hộ tiếp cám ơn shop.","[{'term': 'vải mịn êm ái', 'polarity': 'positive'}, {'term': 'giao hàng nhanh nữa shop quá uy tín,mình sẽ ủng hộ tiếp cám ơn shop.', 'polarity': 'positive'}, {'term': 'sản phẩm chất lượng ok lắm', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
4616,"áo đẹp lắm luôn, vải nhẹ thoáng, thích nhất phần cổ áo, shop đóng gói cẩn thận, sẽ tiếp tục ủng hộ shop","[{'term': 'vải nhẹ thoáng', 'polarity': 'positive'}, {'term': 'thích nhất phần cổ áo', 'polarity': 'positive'}, {'term': 'shop đóng gói cẩn thận, sẽ tiếp tục ủng hộ shop', 'polarity': 'positive'}, {'term': 'áo đẹp lắm luôn', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
5214,"áo đẹp, phù hợp với giá tiền nha mn. mình 1m67, nặng 63kg, shop tư vấn size l vừa đẹp luôn. mặc vừa ng thoải mái, k ôm. nhưng có lẽ mình cao thêm chút nữa thì mặc sẽ bao đẹp hơn ","[{'term': 'mình 1m67, nặng 63kg, shop tư vấn size l vừa đẹp luôn. mặc vừa ng thoải mái, k ôm. nhưng có lẽ mình cao thêm chút nữa thì mặc sẽ bao đẹp hơn', 'polarity': 'positive'}, {'term': 'phù hợp với giá tiền nha mn', 'polarity': 'positive'}, {'term': 'áo đẹp', 'polarity': 'positive'}]","[{'category': 'Design', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
3341,"chất liệu vải tốt, màu đẹp, đã mua loại áo này màu đen cùng size nên chất lượng & cảm nhận sử dụng không gặp vấn đề. có điểm không hài lòng ở logo áo, hình minh họa & logo shop vẫn như cũ nhưng đợt áo này lại dùng logo mới (đổi chữ a thành v úp ngược), inbox hỏi mới biết. ý kiến cá nhân thì logo này không đẹp bằng logo cũ, nhưng mà shop nhớ cập nhật hình lại nhé. đóng gói cẩn thận.","[{'term': 'chất liệu vải tốt', 'polarity': 'positive'}, {'term': 'có điểm không hài lòng ở logo áo, hình minh họa & logo shop vẫn như cũ nhưng đợt áo này lại dùng logo mới (đổi chữ a thành v úp ngược), inbox hỏi mới biết. ý kiến cá nhân thì logo này không đẹp bằng logo cũ, nhưng mà shop nhớ cập nhật hình lại nhé', 'polarity': 'negative'}, {'term': 'đóng gói cẩn thận', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'negative'}, {'category': 'Service', 'polarity': 'positive'}]"
1522,"đúng với mô tả:đúng như mô tả chất liệu:cotton màu sắc:xám đậm sản phẩm ok, vài thoáng mát, đúng size, giao hàng nhanh","[{'term': 'vài thoáng mát', 'polarity': 'positive'}, {'term': 'giao hàng nhanh', 'polarity': 'positive'}, {'term': 'sản phẩm ok', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
4365,"áo đẹp, giao nhanh, mua 6 màu luôn rồi mặc mát thích lắm có cái logo mặc giặt vài lần bong ra nhé","[{'term': 'mặc mát thích lắm', 'polarity': 'positive'}, {'term': 'có cái logo mặc giặt vài lần bong ra nhé', 'polarity': 'negative'}, {'term': 'giao nhanh', 'polarity': 'positive'}, {'term': 'áo đẹp,', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'negative'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
4335,"đúng với mô tả:quá 10 điểm màu sắc:ddusng chất liệu:đẹp áo xịn nha giá xiu rẻ 10 điểm form ok vải cũng được, áo màu nao cũng đẹp hết ah, mua nha nên mua","[{'term': 'vải cũng được,', 'polarity': 'positive'}, {'term': 'chất liệu:đẹp', 'polarity': 'positive'}, {'term': 'đúng với mô tả:quá 10 điểm', 'polarity': 'positive'}, {'term': 'áo màu nao cũng đẹp hết ah', 'polarity': 'positive'}, {'term': 'áo xịn nha giá xiu rẻ 10 điểm', 'polarity': 'positive'}, {'term': 'form ok', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Material', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}]"
6219,"Màu sắc:đúng Đúng với mô tả:đúng Chất liệu:mềm, thoáng mát Giao hàng lâu nhưng chất lượng tốt, săn sale ưu đãi. Nhưng giặt tay thì vẫn an toàn với áo hơn","[{'term': 'Chất liệu:mềm, thoáng mát', 'polarity': 'positive'}, {'term': 'Giao hàng lâu', 'polarity': 'negative'}, {'term': 'nhưng chất lượng tốt, săn sale ưu đãi', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'negative'}, {'category': 'General', 'polarity': 'positive'}]"
4662,"mình đã nhận hàng và rất hài lòng về sản phẩm phẩm . shop phục vụ rất tốt , giao đúng màu ,đúng size, vải mềm mịn, mặc mát.nên mua nè mọi người. sẽ tiếp tục quay lại ủng hộ shop.","[{'term': 'vải mềm mịn, mặc mát', 'polarity': 'positive'}, {'term': 'shop phục vụ rất tốt , giao đúng màu ,đúng size,', 'polarity': 'positive'}, {'term': 'mình đã nhận hàng và rất hài lòng về sản phẩm phẩm', 'polarity': 'positive'}, {'term': 'nên mua nè mọi người', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
6568,"Đúng với mô tả:đúng Màu sắc:nâu Chất liệu:vải mn nên mua về mặc nha, mình thấy rất ổn và thích lại còn rẻ nữa. shop thân thiện, nên mua nha.","[{'term': 'mn nên mua về mặc nha, mình thấy rất ổn và thích', 'polarity': 'positive'}, {'term': 'lại còn rẻ nữa', 'polarity': 'positive'}, {'term': 'shop thân thiện, nên mua nha.', 'polarity': 'positive'}]","[{'category': 'General', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
4848,"đồ đẹp lắm mọi người, nhân viên hỗ trợ tốt, nói chung là ổn, nên mua","[{'term': 'nhân viên hỗ trợ tốt', 'polarity': 'positive'}, {'term': 'đồ đẹp lắm mọi người', 'polarity': 'positive'}, {'term': 'nói chung là ổn, nên mua', 'polarity': 'positive'}]","[{'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
4051,"thích cái shop này rồi , nhận được hàng rất là ưng luôn , đóng hẳn trong một cái hộp rất sịn sò, vải mát co giãn tốt , giá mua trong live rất rẻ nha sẽ ủng hộ tiếp , đánh giá 5 sao nha","[{'term': 'vải mát co giãn tốt', 'polarity': 'positive'}, {'term': 'giá mua trong live rất rẻ nha sẽ ủng hộ tiếp , đánh giá 5 sao nha', 'polarity': 'positive'}, {'term': 'thích cái shop này rồi , nhận được hàng rất là ưng luôn , đóng hẳn trong một cái hộp rất sịn sò', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
4753,"màu sắc:trắng áo hơi mỏng ạ, giao hàng nhanh vừa giá tiền shiper thân thiện","[{'term': 'áo hơi mỏng ạ,', 'polarity': 'negative'}, {'term': 'vừa giá tiền', 'polarity': 'neutral'}, {'term': 'giao hàng nhanh', 'polarity': 'positive'}, {'term': 'shiper thân thiện', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'negative'}, {'category': 'Price', 'polarity': 'neutral'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
634,"riêng cái khâu giao hàng thôi là đã thấy kh chịu nổi rồi,shop chuẩn bị hàng chậm, đặt 11 mà 15 mới giao cho vận chuyển,chả hiểu.còn áo thì chất vải bth như hàng chợ thôi,pr cho lắm vào.không có tặng móc khoá hay hộp như review, tính mua làm quà tặng mà đóng gói cái bì nilông.chất vải kém outerity xa","[{'term': 'còn áo thì chất vải bth như hàng chợ thôi', 'polarity': 'negative'}, {'term': 'chất vải kém outerity xa', 'polarity': 'negative'}, {'term': 'riêng cái khâu giao hàng thôi là đã thấy kh chịu nổi rồi,shop chuẩn bị hàng chậm, đặt 11 mà 15 mới giao cho vận chuyển,chả hiểu', 'polarity': 'negative'}]","[{'category': 'Material', 'polarity': 'negative'}, {'category': 'Material', 'polarity': 'negative'}, {'category': 'Service', 'polarity': 'negative'}]"
1127,áo đẹp. giá khá phù hợp. đã mua hàng của colmate lần thứ n. không có gì phải chê. đổi trả dễ dàng.,"[{'term': 'giá khá phù hợp', 'polarity': 'positive'}, {'term': 'áo đẹp', 'polarity': 'positive'}, {'term': 'đổi trả dễ dàng', 'polarity': 'positive'}]","[{'category': 'Price', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
1128,"giá quá ổn và chất lượng cũng oke, áo ko có chỉ thừa nhiều nên rất đáng đồng tiền.","[{'term': 'giá quá ổn', 'polarity': 'positive'}, {'term': 'áo ko có chỉ thừa nhiều', 'polarity': 'positive'}, {'term': 'nên rất đáng đồng tiền', 'polarity': 'positive'}, {'term': 'chất lượng cũng oke', 'polarity': 'positive'}]","[{'category': 'Price', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
3907,sản phẩm đúng như shop mô ta. chất liệu vải mát mẻ màu sắc đẹp. hài lòng với số tiền bỏ ra. 5 sao cho shop ạ!,"[{'term': 'chất liệu vải mát mẻ', 'polarity': 'positive'}, {'term': 'màu sắc đẹp', 'polarity': 'positive'}, {'term': 'hài lòng với số tiền bỏ ra', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}]"
1529,"chăm sóc khách hàng tốt. chất vải tạm đc, mỏng. form áo tạm đc. với giá đó so với chất lượng thì ko đòi hỏi nhiều","[{'term': 'chất vải tạm đc, mỏng', 'polarity': 'neutral'}, {'term': 'form áo tạm đc.', 'polarity': 'neutral'}, {'term': 'với giá đó so với chất lượng thì ko đòi hỏi nhiều', 'polarity': 'neutral'}, {'term': 'chăm sóc khách hàng tốt', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'neutral'}, {'category': 'Design', 'polarity': 'neutral'}, {'category': 'Price', 'polarity': 'neutral'}, {'category': 'Service', 'polarity': 'positive'}]"
4187,"đúng với mô tả:mặc mát, thoải mái chất liệu:k chắc lắm màu sắc:xanh dương chất vải mềm mịn, mặc mát, thấm hút tốt, mua lúc săn sale nên giá cả phải chăng. nói chung là ok nha","[{'term': 'chất vải mềm mịn, mặc mát, thấm hút tốt', 'polarity': 'positive'}, {'term': 'mua lúc săn sale nên giá cả phải chăng', 'polarity': 'positive'}, {'term': 'nói chung là ok nha', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
801,nói chung thì cũng ổn đó mấy bàa với giá tiền này thì v cũng gọi là được nhma không thích phần cổ cho lắm với hình in,"[{'term': 'nói chung thì cũng ổn đó mấy bàa', 'polarity': 'neutral'}, {'term': 'với giá tiền này thì v cũng gọi là được', 'polarity': 'neutral'}, {'term': 'nhma không thích phần cổ cho lắm với hình in', 'polarity': 'negative'}]","[{'category': 'General', 'polarity': 'neutral'}, {'category': 'Price', 'polarity': 'neutral'}, {'category': 'Design', 'polarity': 'negative'}]"
5555,"hình ảnh không liên quan. shop đóng gói cẩn thận. hàng chất lượng, giá tốt. cho shop 10 sao luôn.","[{'term': 'giá tốt.', 'polarity': 'positive'}, {'term': 'shop đóng gói cẩn thận. hàng chất lượng', 'polarity': 'positive'}, {'term': 'cho shop 10 sao luôn', 'polarity': 'positive'}]","[{'category': 'Price', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
5097,"mua size m nhưng cảm thấy hơi bé một xíu, vải mát, đóng gói kĩ, đẹp","[{'term': 'vải mát', 'polarity': 'positive'}, {'term': 'mua size m nhưng cảm thấy hơi bé một xíu,', 'polarity': 'negative'}, {'term': 'đóng gói kĩ, đẹp', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'negative'}, {'category': 'Service', 'polarity': 'positive'}]"
5641,"giao hàng nhanh, sản phẩm giao đủ, thun vải mịn. shop uy tín lắm ạ","[{'term': 'thun vải mịn', 'polarity': 'positive'}, {'term': 'giao hàng nhanh, sản phẩm giao đủ', 'polarity': 'positive'}, {'term': 'shop uy tín lắm ạ', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}]"
1425,"đã mua lần thứ 3, áo chuẩn giá trẻ, vải thoáng mát, mặc vừa size. đường chỉ may đẹp.","[{'term': 'vải thoáng mát', 'polarity': 'positive'}, {'term': 'mặc vừa size. đường chỉ may đẹp', 'polarity': 'positive'}, {'term': 'áo chuẩn giá trẻ', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Price', 'polarity': 'positive'}]"
4490,hàng đóng gói cẩn thận. chất vải cảm thấy mát mặc thấy thoải mái.đánh giá chất lượng sản phẩm tốt.mình thích,"[{'term': 'chất vải cảm thấy mát mặc thấy thoải mái', 'polarity': 'positive'}, {'term': 'hàng đóng gói cẩn thận', 'polarity': 'positive'}, {'term': 'đánh giá chất lượng sản phẩm tốt.mình thích', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
1941,"màu sắc:đẹp đúng với mô tả:đúng chất liệu:tốt thời gian giao hàng nhanh, đóng gói cẩn thận, chất vải mềm mát, ko có chỉ thừa, nên mua ạ","[{'term': 'chất vải mềm mát', 'polarity': 'positive'}, {'term': 'ko có chỉ thừa', 'polarity': 'positive'}, {'term': 'thời gian giao hàng nhanh, đóng gói cẩn thận', 'polarity': 'positive'}, {'term': 'nên mua ạ', 'polarity': 'positive'}, {'term': 'đúng với mô tả:đúng', 'polarity': 'positive'}]","[{'category': 'Material', 'polarity': 'positive'}, {'category': 'Design', 'polarity': 'positive'}, {'category': 'Service', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}, {'category': 'General', 'polarity': 'positive'}]"
