id	original_sentence	aspect	label_id	label
28#48#0	chất lượng tốt, thoáng mát, giá tương đối hợp lý, giao hàng nhan, shop tư vấn nhiệt tình. sẽ tiếp tục ủng hộ shop. hình ảnh mang tính chất nhận xu.	Price	0	positive
24#66#0	nhận áo siêu ưng luôn . shop có nhiều mã giảm giá nên mua siêu lời shiper thì vui tính . ưng cái bụng lần sau sẽ ủng hộ shop tiếp	Price	0	positive
0#69#0	không nghĩ giá này mà được áo chất lượng tuyệt vời như vậy lun á shop! quá xịn xò, ai chê nữa thì chắc tự mua vải tự may chứ chịu. 10 điểm, 10 sao nhé shop! oder thêm 4 cái nữa sưu tầm cho full màu. ( ps: nam 1m7 56kg cho các bác lấy size ạ)	Price	0	positive
19#52#0	đẹp lắm luôn ấy ạ. chưa tới 100k cái áo bất ngờ luôn ạ. chồng e 1m67 , 63kg size m vừa in luôn á. chăc chắn sẽ ủng hộ nữa ạ	Price	0	positive
95#109#0	Đúng với mô tả:đúng Màu sắc:nâu Chất liệu:vải mn nên mua về mặc nha, mình thấy rất ổn và thích lại còn rẻ nữa. shop thân thiện, nên mua nha.	Price	0	positive
0#29#0	giá rẻ mà chất ok lắm luôn ấy, mềm, mịn, mát. nói giá dưới 100k mà mn còn ko tin	Price	0	positive
150#164#0	màu sắc:ok đúng với mô tả:ok chất liệu:thích lắm mình tính chưa đánh giá đâu. vì mình mua tặng mà chưa tặng nữa. nhưng nhận hàng xong mình thích làm. đáng đồng tiền. mình cá là anh ấy vừa. nhanh đẹp gọn nha shop	Price	0	positive
0#59#0	hơn mỏng nhưng mà với giá tiền thì mình cũng không đòi hỏi. áo khá đẹp nhâ mọi người.	Price	1	neutral
133#174#0	đúng với mô tả:dung chất liệu:thun màu sắc:xám xanh pastel sản phẩm siêu chất lượng luôn ạ, chất vải dày dặn, chuẩn form chuẩn màu.. nói chung rất xứng đáng với số tiền bỏ ra 	Price	0	positive
76#89#0	lần đầu tiên mua mà ưng đến vậy, sản phẩm giống y hình, chuẩn bị hàng nhanh mà giá còn rẻ, nên mua nha mọi người	Price	0	positive
0#23#0	áo phù hợp với giá tiền. nhưng shop giao hàng chậm 2 ngày ạ :<	Price	0	positive
71#94#0	chất liệu:mọng màu sắc:đc đúng với mô tả:ko đúng với mô tả áo quá mọng ko phù hợp với giá tiền , logo dán . như cuwts	Price	2	negative
52#66#0	đóng gói cẩn thận giao hàng nhanh chất lượng vải ổn đáng đồng tiền	Price	0	positive
39#80#0	áo rất đẹp. mặc mát ck mình rất thích. k nghĩ là có 89k mà mua dc áo đẹp đến vậy. qá xuất sắc nên mua nha mn sẽ ủng hộ tiếp 	Price	0	positive
35#46#0	mua lần 2. áo đẹp, chất lượng tốt, giá lại mềm, giao hàng nhanh, mình nh 70kg 1m75 mua size l mặc vừa khít, sẽ mua tiếp trong time tới.	Price	0	positive
19#25#0	áo mỏng ship nhanh giá rẻ hình ảnh chỉ mang tính chất nhận xu	Price	0	positive
22#51#0	giao đúng size áo đẹp phù hợp giá tiền rất đáng mua . cho shop 5 sao	Price	0	positive
30#65#0	chất liệu:vải đẹp, mặc tạm ổn tầm tiền như này mặc vậy là ote ròi màu sắc:be	Price	0	positive
38#49#0	mua của shop nhiều lần, vải siêu đẹp, giá siêu rẻ, màu chuẩn, mua lần 10 cái :)))))	Price	0	positive
0#29#0	áo chất vải tạm đc so với giá nhưng mình ko thích cách gói hàng của shop..hầu hết mình mua áo local brand nào cũng có giấy thơm, shop thì ko nên lúc mở áo ra hơi nghe mùi hắc.	Price	1	neutral
56#93#0	màu sắc:đen vãi hơi mỏng shiper thân thiện gói hàng đẹp săn sale nên thấy vậy cũng khá ổn rồi	Price	0	positive
35#105#0	áo đẹp vl, vải mềm mịn mặc mát. áo shop bán 99k mà chất lượng ok hơn nhiều so với áo mua shop ngoài 250k. ae nên mua	Price	0	positive
9#25#0	vải tạm, phù hợp giá tiền. đã mua 2,3 lần nhưng lần này áo in chữ khác chứ k phải guzado . chất liệu chưa biết sao	Price	1	neutral
95#102#0	đúng với mô tả:giống chất liệu:thun màu sắc:đen 10 điểm cho chất lượng. xứng đáng thương hiệu. giá ổn. sẽ ủng hộ tiếp	Price	0	positive
78#170#0	nhận được sản phẩm mình khá là ưng ý chất vải mềm mại, mịn và sờ khá mát tay, cộng thêm mua flash sale được giảm giá và áp thêm mã hoàn xu chỉ hơn 70k cho 1cái áo quá đẹp	Price	0	positive
59#137#0	mình nhận dc hàng rồi ạ  chất vải thun mát hơn cả mong đợi giá rẻ nhưng mà chất lượng không hề rẻ tí nào nè lần sau mình sẽ ủng hộ tiếp ạ 	Price	0	positive
12#59#0	áo đẹp nhe. hok ngờ 86k mà mua dc áo ok z á. mn nên mua nhe. vải mát mịn lắm nè. sẽ ủng hộ thêm. còn dc tặng thêm quà nữa chớ	Price	0	positive
22#41#0	Shop làm ăn cái dì mà hàng vừa rẻ vừa đẹp,chất vải mát mẻ, chuẩn form mặt dô đúng đẹp lun, nếu dc có thể sẽ ủng hộ thêm	Price	0	positive
48#87#0	áo rất đẹp, đường may đẹp, from chuẩn, vải sịn, so với mức giá này thì quá là tuyệt vời, mình rất hài lòng, có thương hiệu hẳn hoi, túi đóng gói cũng đẹp và gọn gàng nữa, đặt 1 lúc 2 cái liền quả là ko uổng công, mọi người nên mua nha.	Price	0	positive
78#99#0	lần thứ 2 mua đồ tại shop ạ , nói chung hàng giao siêu nhanh chất oki dày dặn giá thì quá rẻ luôn ạ 	Price	0	positive
0#28#0	Giá quá rẻ so với chất lượng. Mình cao m58 nặng 48kg mặc size M vừa xinh. Chất vải đẹp, mặc mát	Price	0	positive
23#48#0	áo mỏng quá tr luôn á, giá vậy thì đành chịu rồi. phải shop chịu đầu tư vải xíu là áo đúng đỉnh luôn	Price	1	neutral
31#71#0	chất liệu:tốt đã nhận đủ hàng, chất lượng sản phẩm phù hợp với giá tiền, hình ảnh chỉ manh tính chất nhận xu	Price	0	positive
90#130#0	màu nâu ở ngoài nhạt hơn nha áo đẹp, đóng gói cẩn thận giao hàng nhanh hơi nhiều chỉ thừa nhưng với giá này thì lh đòi hỏi gì thêm	Price	1	neutral
97#134#0	đúng với mô tả:cái chữ nổi màu hơi lạ chất liệu:mỏng vừa với giá tiền màu sắc:nâu vàng cũng tạm. mua 9k nên không dám đòi hỏi gì nhiều.có hơi bất ngờ vì màu chữ nổi không giống với ảnh mẫu	Price	1	neutral
0#26#0	áo rẻ nhưng rất đẹp nha mn, màu ok vải mềm mịn mượt mà đúng size mình đặt, mặc rất vừa vặn nha, cho shop 5 sao nha	Price	0	positive
75#123#0	áo chất, đẹp, mát. không có chỗ nào để chê, đường chỉ chuẩn, không tì vết. giá siêu rẻ. áo này ngoài shop chắc ko dưới 300k lại còn đc tặng quà shop chu đáo, nhiệt tình giao hàng nhanh chóng.	Price	0	positive
210#267#0	màu sắc:trắng đúng với mô tả:đúng chất liệu:vải thung mỏng mình 1m68 50kg áo mặc vừa người , không phù hợp với những bạn thích mặc đồ rộng , áo khá mỏng có mua thì mấy bạn chọn màu đen để không bị lộ nhiều nha với số tiền bỏ ra thì mình thấy áo như vậy là ổn lắm luôn	Price	1	neutral
0#16#0	áo ổn so với giá	Price	0	positive
23#47#0	áo chất thể thao mát , săn được sale nên giá ổn và ship nhanh ạ .	Price	0	positive
47#86#0	shop chuẩn bị hàng hơi chậm, nhưng giao nhanh, áo chất lượng hơn so với giá rẻ như vậy ạ	Price	0	positive
59#71#0	chất liệu:vải mềm màu sắc:trắng đúng với mô tả:đúng mỏng , hợp giá tiền , đúng vs hình trên shop	Price	0	positive
78#93#0	Màu này ở ngoài nhìn hơi nâu nâu ý, không giống ảnh nên tui không được thích, được cái giá rẻ không biết chất lượng ra sao	Price	0	positive
67#124#0	mua cho ba mình mặc nè, áo đẹp, vải dày dặn, ba mình khen quá trời với giá sale mà được cái áo như thế này quá ưng bụng luôn	Price	0	positive
46#104#0	Đúng với mô tả:đúng Màu sắc:tốt Chất liệu:tốt Brand này rẻ hơn các nhà khác mà chất vải lại i chang nhau, vô cùng xin sò, giao hàng nhanh gói hàng cẩn thận mọi người nên mua nha bạn ơi cho chi nhánh ở ngoài ăn chưa	Price	0	positive
48#67#0	màu sắc:trắng chất liệu:mỏng đúng với mô tả:bth vì tiền nào của nấy nên sp cx tạm ổn ạ	Price	1	neutral
19#65#0	áo đẹp lắm nha mn, mua với giá như vậy mà chất lượng khỏi bàn lun, vải mát form oke nói chung rất hài lòng	Price	0	positive
40#68#0	vải mỏng, mềm, dễ bị giãn nha mọi người nhưng cũng nên mua vì giá rẻ	Price	1	neutral
277#335#0	hàng đợt này của colmate chất lượng đi xuống thấy rõ. cùng là size l như những lần khác nhưng áo nhỏ hơn và ngắn hơn trước. chất vải ko như lần trước, nóng và mình mặc chưa đến 4 ngày đã bị xù lông trước giờ tin tưởng mua colmate rất nhiều nhưng lần này thật sự rất thất vọng. giá thành càng ngày càng lên nhưng chất lượng lại đi xuống	Price	2	negative
0#10#0	giá quá ổn và chất lượng cũng oke, áo ko có chỉ thừa nhiều nên rất đáng đồng tiền.	Price	0	positive
54#112#0	Màu sắc:trắng Đúng với mô tả:đúng Áo đẹp chất dày dặn mua còn đc giảm giá nữa quá giẻ so với chất lượng sản phẩm, giao hàng nhanh, đóng gói đẹp, nên mua nha mn rất oke	Price	0	positive
55#92#0	vẫn chưa thực sự ưng vì mình thấy chất vải chưa đủ đẹp nma với giá nthe thì cũng khá ưng r ạ . dc cái shop rep tin nhắn nhiệt tình lắm ạ	Price	1	neutral
29#49#0	Áo xinh lắm ạ, chất vải đẹp, phù hợp với giá tiền, ưng ý lắm ạ...	Price	0	positive
61#90#0	mua sản phẩm lần thứ 2 rồi! lần nào cũng thấy ưng ý hết sức! giá ok chất lượng thì xịn mịn! shop thì chu đáo nhiệt tình quá đỗi! sẽ tiếp tục ủng hộ!	Price	0	positive
12#53#0	đẹp lắm nha giá thành phải chăng phù hợp với túi tiền giao hàng nhanh nhân viên thân thiện hình ảnh chỉ mang tính chất minh hoạ	Price	0	positive
0#6#0	giá rẻ mà áo oke lắm mn ơi. màu cũng đẹp nữa. 10 đỉm	Price	0	positive
40#55#0	mua cho any, khá okie mặc mát, vải đẹp, săn sale giá rẻ, giao nhanh	Price	0	positive
25#42#0	chất vải của áo rất đẹp, giá cả phải chăng, giao hàng cũng không quá lâu, nói chung mọi thứ đều rất là ok, đánh giá cho shop 5 sao nhasa	Price	0	positive
80#96#0	chất liệu:vải màu sắc:ok đúng với mô tả:ok giao hàng hơi chậm 1 xíu, vải ok nha phù hợp giá tiền. áo hơi bẩn 1 chút shop khắc phục nhé	Price	0	positive
17#97#0	áo đẹp lắm mn ạ, thực sự ko hiểu sao hàng chất lượng cầm nặng tay mà shop bán được giá rẻ như vậy. mình mua đây là lần t2 , lần đầu mua thử 1 cái lần 2 mua 4 cái luôn. áo này ngoài chợ ngoài shop bán ko dưới 300.	Price	0	positive
42#61#0	chất liệu:tốt màu sắc:xanh đúng với mô tả:mua vs giá 1k cx ổn	Price	0	positive
56#111#0	hàng chất lượng tuyệt vời lắm nha mọi người vải đẹp nữa giá thế mà mua được cái áo như này thì không có chỗ chê lần sau mua tiếp và ủng hộ shop	Price	0	positive
41#59#0	vải rất ok, mặc mát đường chỉ ko bị lỗi, nói giá này khá ok đặt 4 cái ưng cả 4	Price	0	positive
32#54#0	áo của colmate thì chuẩn rồi ạ. săn mã rẻ nên càng ứng	Price	0	positive
8#35#0	áo đẹp, phù hợp với giá tiền nha mn. mình 1m67, nặng 63kg, shop tư vấn size l vừa đẹp luôn. mặc vừa ng thoải mái, k ôm. nhưng có lẽ mình cao thêm chút nữa thì mặc sẽ bao đẹp hơn 	Price	0	positive
18#65#0	giao hàng tạm ổn, chất lượng sản phẩm với giá này tương đối là ổn và vải cũng ok nha nhưng cho 3 sao chủ yếu vì giao sai 2 mẫu chứ nếu đúng mẫu thì e chấm 5sao cho shop và thấy sp của shop ổn nhưng vì sai mẫu thui ạ huhu	Price	1	neutral
10#38#0	chất mỏng giá tiền này thì cũng tạm dc	Price	1	neutral
133#159#0	Đã nhận được hàng, giao hàng nhanh, đóng gói kĩ, áo cũng đẹp vải ko quá dày cũng ko quá mỏng nhìn cũng mát, logo vs hình in khá đẹp, vs tầm giá này thì cũng ổn	Price	0	positive
46#72#0	shop giao hàng đúng hẹn, áo chất đẹp mặc mát, giá hợp túi tiền cho hs sv. áo đẹp đã mua ủng hộ shop 2 lần. đánh giá shop 10đ	Price	0	positive
59#98#0	màu sắc:đen đúng với mô tả:hơi giống không như tưởng tượng nhưng mà giá cả như thế này là hợp lí r	Price	0	positive
30#44#0	áo quá đẹp và tuyệt vời luôn, còn rẻ nữa chứ.. xuất sắc luôn ạ :)	Price	0	positive
82#97#0	chuẩn bị hàng hơi lâu xíu, nhưng giao hàng khá nhanh. hài lòng về sản phẩm nhé ạ. giá lại khá mềm.	Price	0	positive
0#30#0	sản phẩm quá tốt trong tầm giá, áo thun chất liệu vải cotton cá sấu nên k sợ nhăn nhúm, áo sơ mi thấy chất áo rất mịn và mát tay	Price	0	positive
16#29#0	bố mặc khen vừa giá cả hợp lí khi nào sale sẽ mua thêm mấy chiếc nữa	Price	0	positive
41#70#0	mặc dù shop có rất chi tiết và cẩn thận, chất khá đẹp so với giá thành, không có chỉ thừa. nhưng lại mắc 1 lỗi quá naqngj là áo vị vấy bẩn nvay vị trí trước ngực. như vậy nếu không giặt sạch được chiếc aoa chỉ có thể bỏ đi	Price	0	positive
9#15#0	hàng đẹp.giá rẻ . chất mát mịn. có mác thương hiệu.thẻ bài.túi bóng. nói chung khá là đầu tư.gấp gói cẩn thận.đẹp. giao hàng nhanh	Price	0	positive
0#30#0	Chất vải phù hợpvoiws giá tiền, đóng gói chỉnh chu, giao hàng nhanh	Price	0	positive
73#92#0	màu sắc:đen hình ảnh chỉ mang tính chất nhận xu thôi nha vãi hơi mỏng xí nhưng vs giá thì ok	Price	0	positive
71#105#0	Giao hàng nhanh, đóng gói cẩn thận. Màu thấy khá ổn, chất vải dày dặn. Mua được sale nên thấy giá cực tốt. Ủng hộ	Price	0	positive
49#73#0	sản phẩm tốt chất vải thoáng mát thấm hút mồ hôi trong tầm giá khó để chê chỉ có 1 lưu ý nhỏ là sản phẩm chưa có logo col mate trước áo cho 5 sao ủng hộ ạ.	Price	0	positive
12#27#0	áo rất đẹp, giá lại hợp lý, mình mua 1 cái thấy đẹp nên mua tiếp cái nữa, tặng shop 5 sao.	Price	0	positive
0#33#0	mua được với giá ưu đãi thích lắm, còn mua đúng sản phẩm mình thích bấy lâu nay nữa mình mua đúng đợt giảm giá, sản phẩm được mình bỏ vào giỏ hàng bấy lâu nay giờ cũng cầm được trên tay rồi	Price	0	positive
36#65#0	đóng gói cẩn thận, chất vải áo mềm, đáng đồng tiền so với tầm giá. sẽ ủng hộ shop trong thời gian sắp tới	Price	0	positive
60#89#0	đúng với mô tả:đúng màu sắc:kẻ sọc đỏ chất liệu:vải cũng đc giá rẻ nên k có đòi hỏi nhiều , m6 47kg mặc vừa á tui lười chụp ảnh nên lấy bừa ảnh trong album nma mn nên mua nha	Price	0	positive
57#77#0	áo đẹp. vải hơi mỏng. chất thun kiểu hơi bóng. nói chung vừa tầm vs giá tiền. oki mn nên mua.	Price	0	positive
48#76#0	chất liệu:chất liệu ổn nhưng 1 số đường may lỗi chất lượng ổn so với tầm giá	Price	1	neutral
46#53#0	chất liệu:poly màu sắc:ok đúng với mô tả:đúng giá tốt, hàng ổn. rất đáng mua, sẽ ủng hộ hãng lâu dài.	Price	0	positive
50#73#0	chất liệu:vải nóng đúng với mô tả:đúng màu sắc:ok so với giá tiền là ok r mỗi tội hơi nóng với mặc thời gian sù hết chỉ vải ra	Price	1	neutral
59#79#0	áo bên ngoài còn đẹp hơn trong ảnh nhiều ạ mn nên mua nhé, giá tiền cũng rẻ nữa sẽ ủng hộ shop nhiều lần	Price	0	positive
50#73#0	áo rất xinh nha màu ở ngoài sẽ đậm hơn ảnh 1 chút săn sale 80k quá rẻ 10₫	Price	0	positive
26#61#0	vải đẹp. giao hàng nhanh. săn sale nên cucng khá ưngz koahb m	Price	0	positive
91#129#0	màu sắc:đen, hồng,trắng áo đẹp lắm nha mọi người ơi, mua rất rất nhiều lần , vải khá là ok luôn nói chung đáng đồng tiền bác gaok	Price	0	positive
13#19#0	áo chất đẹp, giá rẻ fom áo đẹp. mình mua lần đầu đẹp quá nên mua tiếp các bạn nên mua nhé	Price	0	positive
13#28#0	áo form đẹp, săn sale giá ổn. oke 5 sao shop	Price	0	positive
8#32#0	áo đẹp, trong tầm giá thì ok rồi! hàng gói rất cẩn thận ạ. cho 5 sao luôn	Price	0	positive
0#76#0	vs giá ntn để mà đòi hỏi chất lượng thì ko dc.. mik nghĩ là ổn trong tầm giá	Price	1	neutral
32#42#0	giao hàng nhanh, chất vải đẹp , giá lại rẻ, rất hài lòng. sẽ ủng hộ lần sau.	Price	0	positive
92#109#0	Hình ảnh chỉ mang tính chất nhận xu. Shop đóng gói cận thận hàng đẹp xĩu luôn chất liệu oke mà giá còn rẻ nữa chắc chan2s sẽ mua lại brand này	Price	0	positive
71#103#0	màu sắc:xanh đúng với mô tả:đẹp hơn trong ảnh áo xịn lắm mọi người ơi .săn sale có 77k mà ưng ơi là ưng đóng gói thì quá chắc chắn ship siêu nhanh.chắc chắn sẽ quay lại mua nữa .cần lắm những shop như thế này	Price	0	positive
57#85#0	chất liệu:ổn so tầm giá màu sắc:đúng đúng với mô tả:đúng sản phẩm khá ok với giá tiền, có một vài chỗ chỉ chưa được gọn đẹp lắm nhưng vẫn chấp nhận được. còn áo trắng như trong hình thì phần viền bên trong cổ không trắng hẳn luôn, cái này khác so với trên clip hơi k hài lòng chỗ này lắm. mong shop cải thiện vấn đề này. áo tốt giá tốt ổn	Price	0	positive
0#34#0	mk mua áo trong ctrinh sale giá rẻ .mà đk cái áo rất đẹp. chất mát. mọi ngừoi nên mua nhé!..	Price	0	positive
65#79#0	áo thoáng mát mà chất dày dặn. cầm nặng tay. không bị lộ đầu t*. giá lại quá rẻ	Price	0	positive
29#59#0	khá hài lòng với chất lượng. giá cũng ưu đãi, thích hợp nữa. tương lai sẽ vẫn ủng hộ	Price	0	positive
39#62#0	áo màu rất đẹp, chất liệu vải mịn mát. nói chung rất đáng tiền	Price	0	positive
119#142#0	Màu sắc:be Áo size rộng, chất vải hơi mỏng, hình in sắc nét, cute. Mình 48kg, cao m6 mặc size M thì áo trùng qua mông. Áo phù hợp với giá tiền	Price	0	positive
32#38#0	áo đẹp chất lương quá tuyệt vời rẻ nữa  m67 57kg có đi gym mặc vừa m . ai có bụng thì mặc l là vừa	Price	0	positive
57#73#0	giao hàng nhanh, đã nhận đủ hàng. hàng ok nha, mỏng mát, phù hợp giá tiền video, hình ảnh mang tc nhận x.u	Price	0	positive
91#110#0	chất liệu:không biết đúng với mô tả:trên hình màu nâu đậm nhưng ngoài thì nhạt màu sắc:nâu tạm ổn với giá tiền.	Price	1	neutral
68#108#0	chất liệu:đẹp màu sắc:đúng màu giao hàng nhanh, mới đặt đã có hàng. giá siêu tốt vì đặt đúng dịp có giảm giá. hàng việt nam chất lượng ok	Price	0	positive
27#44#0	màu sắc:đen đúng với mô tả:mỏng ko đáng tiền chất liệu:vải	Price	2	negative
22#48#0	chất vải mát lắm nhé, áo chất lượng hơn giá tiền. shop giao nhanh. nên mua nha mọi người	Price	0	positive
26#59#0	áo vải xấu nóng, đổ lông, giá 35k sale 33k, không đáng tiền..	Price	2	negative
45#70#0	áo rất chi là đẹp nha, vải xịn mịn, dày dặn, giá cả lại rất phải chăng. sẽ tiếp tục ủng hộ shop.	Price	0	positive
0#23#0	mua giá sale nên khá ổn, chất tưởng mát nhưng ko mát lắm đâu nhé, phom ok	Price	0	positive
63#77#0	chất vải áo dày dặn, màu hồng nhẹ khá xinh. form áo vừa người, giá lại hạt dẻ	Price	0	positive
73#101#0	chất liệu:đẹp mềm mịn màu sắc:chuẩn đúng với mô tả:chuẩn shop ship nhanh hàng chất lượng giá thành rẻ	Price	0	positive
56#71#0	đúng với mô tả:đúng mẫu màu sắc:đen áo rất đẹp ,dễ mắc ,giá cũng hợp lý ,nói chung là rất ưng ý sản phẩm đã mang đi giặt lên hình ảnh chỉ mang tính nhận xu	Price	0	positive
50#79#0	Màu sắc:tạm Đúng với mô tả:đúng Chất liệu:vải thô Ncl với giá này thì ổn nhé mn	Price	0	positive
83#104#0	Áo vải đẹp, ok , giá như này quá tốt, vải mịn, mát, không biết chê chỗ nào luôn í, săn được 105k quá hời	Price	0	positive
13#40#0	sản phẩm đẹp giá lại rẻ với nhiều ưu đãi giao hàng đóng gói tốt	Price	0	positive
76#86#0	sản phẩm tuyệt vời, áo đẹp, nhuộm công nghệ mới, chất liệu mát, chất lượng, giá hợp lý, đóng gói sản phẩm kỹ và đẹp, rất đáng tiền, ủng hộ shope trong lâu dài	Price	0	positive
59#69#0	Chất đẹp . Màu ưng . Giao hàng nhanh . Nên mua nha các b . Giá hợp lí	Price	0	positive
26#39#0	Áo đẹp, chất vải dày dặn, rất đáng tiền. Vải áo siêu siêu đẹppp	Price	0	positive
22#46#0	áo đẹp, chất vải dày, phù hợp giá tiền nên thử . hình ảnh chỉ mang tính chất minh họa	Price	0	positive
60#73#0	màu sắc:trang đúng với mô tả:nhu mo tả sản phẩm chất lượng, đẹp đáng tiền đóng gói cẩn thận	Price	0	positive
86#100#0	shop hết hàng 1 áo nên đã hoàn tiền lại cho mk. rất uy tín, chất dày dặn sờ rất thích lại còn rẻ nữa. nên mua nha mn	Price	0	positive
27#79#0	áo đẹp, vải okela lắm nha, không nghĩ với giá tiền này mà lại có áo đẹp như zậy, sẽ tiếp tục ủng hộ shop 	Price	0	positive
9#36#0	chất ok. với giá 99k thì cũng ổn rồi. mình vai rộng size l vẫn thiếu chút.	Price	0	positive
20#31#0	áo đẹp chất vải mát giá cũng ok . mà shop còn có thư cảm ơn các thứ hin	Price	0	positive
117#139#0	chất liệu:vải phía trong thì trơn mà phía ngoài thì như len đan:))) đúng với mô tả:cũng sơ sơ màu sắc:đungs áo k dày mà giá này thì cũng ổn mà không có mác áo gì cả	Price	1	neutral
0#15#0	90k sản phẩm ok đường may chắc chắn không có chỉ thừa. áo thấm hút mồ hôi.đúng kích cỡ. màu xám và xanh than mặc với quần jeans đẹp	Price	0	positive
42#66#0	hàng colmate thì chất lượng khỏi chê rồi, canh sale nên giá ok lắm. canh 12/12 mua tiếp nhiều đơn nữa	Price	0	positive
69#110#0	mình tận hn mà đặt ship nhanh nhận hàng lắm, chất vải okie, mặc đẹp. không nghĩ với giá tầm này mà áo okie thế. mọi người nên mua nhé!	Price	0	positive
